Par,9274,290432,1084062,45449,148884,233792,17516,1213359,152720,4610,96067,161718,1192224,3751973,7307684,127,2802,12167,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,15601,
RI Guamá,398,10574,23592,187,156,317,125,7400,3169,255,5400,9877,0,0,0,0,0,0,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,6743.0
Castanhal,30,900,1800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,1413.0
Colares,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,12.0
Curuçá,45,1089,2472,-,-,-,-,-,-,35,770,1463,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,78.0
Igarapé-Açu,5,125,276,-,-,-,15,900,428,80,1760,3485,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,416.0
Inhangapi,30,920,1892,5,10,20,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,29.0
Magalhães Barata,-,-,-,10,6,13,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,86.0
Maracanã,20,433,878,40,20,39,-,-,-,30,660,894,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,680.0
Marapanim,13,325,773,20,17,32,-,-,-,60,1320,2767,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,188.0
Santa Izabel do Pará,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,
Santa Maria do Pará,20,600,1297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,147.0
Santo Antônio do Tauá,20,360,900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,
São Caetano de Odivelas,30,660,1320,50,45,90,10,500,150,30,450,675,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,132.0
São Domingos do Capim,-,-,-,50,52,105,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,1372.0
São Francisco do Pará,15,325,685,-,-,-,100,6000,2591,20,440,593,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,275.0
São João da Ponta,80,2400,6036,12,6,18,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,88.0
São Miguel do Guamá,70,1890,3935,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,1804.0
Terra Alta,10,297,705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,23.0
Vigia,10,250,623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,70569,
RI Guamá,398,10574,23592,187,156,317,125,7400,3169,255,5400,9877,0,0,0,0,0,0,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,40360.0
Castanhal,30,900,1800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,8100.0
Colares,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,380.0
Curuçá,45,1089,2472,-,-,-,-,-,-,35,770,1463,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,800.0
Igarapé-Açu,5,125,276,-,-,-,15,900,428,80,1760,3485,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,1100.0
Inhangapi,30,920,1892,5,10,20,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,1700.0
Magalhães Barata,-,-,-,10,6,13,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,1000.0
Maracanã,20,433,878,40,20,39,-,-,-,30,660,894,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,1000.0
Marapanim,13,325,773,20,17,32,-,-,-,60,1320,2767,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,1080.0
Santa Izabel do Pará,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,140.0
Santa Maria do Pará,20,600,1297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,5000.0
Santo Antônio do Tauá,20,360,900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,300.0
São Caetano de Odivelas,30,660,1320,50,45,90,10,500,150,30,450,675,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,800.0
São Domingos do Capim,-,-,-,50,52,105,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,10000.0
São Francisco do Pará,15,325,685,-,-,-,100,6000,2591,20,440,593,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,4000.0
São João da Ponta,80,2400,6036,12,6,18,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,300.0
São Miguel do Guamá,70,1890,3935,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,4000.0
Terra Alta,10,297,705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,160.0
Vigia,10,250,623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,500.0
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,6 Guamá,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri guama.xlsx",Guamá,266576,
