Par,27792,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Baião,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,95.0
Barcarena,309,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,8223.0
Cametá,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,841.0
Igarapé-Miri,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,229.0
Limoeiro do Ajuru,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,14.0
Mocajuba,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,81.0
Moju,29,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,636.0
Tailândia,2,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,1790.0
Fonte: MTE-RAIS,,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,
Elaboração: FAPESPA,,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,444602,
RI Tocantins,365,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,32788.0
Abaetetuba,24,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,6336.0
Acará,1,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,2126.0
Baião,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,1410.0
Barcarena,309,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,7319.0
Cametá,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,4348.0
Igarapé-Miri,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,2053.0
Limoeiro do Ajuru,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,1070.0
Mocajuba,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,1434.0
Moju,29,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,4344.0
Tailândia,2,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,2348.0
Fonte: MTE-RAIS,,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,
Elaboração: FAPESPA,,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,423642,
RI Tocantins,365,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,9451.0
Abaetetuba,24,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,260.0
Acará,1,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,1186.0
Baião,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,66.0
Barcarena,309,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,275.0
Cametá,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,2.0
Igarapé-Miri,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,60.0
Limoeiro do Ajuru,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,
Mocajuba,-,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,58.0
Moju,29,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,3394.0
Tailândia,2,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,4150.0
Fonte: MTE-RAIS,,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,
Elaboração: FAPESPA,,12 Tocantins,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tocantins.xlsx,Tocantins,61317,
